0.5749	1
0.575	1
0.5751	1
0.5752	1
0.5753	1
0.5754	1
0.5754	1
0.5757	1
0.5759	0
0.5776	1
0.5778	1
0.5782	1
0.5783	1
0.5788	1
0.5789	1
0.5794	0
0.5797	1
0.5802	1
0.5805	1
0.5807	1
0.5814	1
0.5817	1
0.5819	1
0.5825	0
0.5827	1
0.5827	1
0.5835	1
0.5837	1
0.584	1
0.584	1
0.5841	1
0.5844	1
0.5848	1
0.5849	1
0.5851	1
0.5859	1
0.586	1
0.5861	1
0.5862	1
0.5864	1
0.5871	1
0.5879	1
0.588	1
0.588	1
0.5893	1
0.5897	1
0.5901	1
0.5901	1
0.5903	1
0.5904	1
0.5911	1
0.5921	1
0.5922	1
0.5923	1
0.5928	1
0.5939	1
0.5943	1
0.5944	1
0.5947	1
0.5952	1
0.5958	1
0.5969	1
0.597	1
0.5971	1
0.5972	0
0.5976	1
0.5982	1
0.5982	1
0.5983	1
0.5988	1
0.5994	1
0.5996	1
0.6004	0
0.6005	1
0.6008	1
0.6009	1
0.6011	1
0.6018	1
0.6047	1
0.6051	1
0.6051	1
0.6052	1
0.6054	1
0.6057	1
0.6058	1
0.6058	1
0.6063	1
0.607	1
0.6073	1
0.6076	1
0.6079	1
0.6081	1
0.6082	1
0.6084	1
0.6084	1
0.6086	1
0.6091	1
0.6097	1
0.61	1
0.6102	1
0.6113	1
0.6123	1
0.6125	1
0.6131	1
0.6131	1
0.6132	1
0.6134	1
0.6138	1
0.6139	1
0.6146	1
0.6152	1
0.6153	1
0.6155	1
0.6155	1
0.6162	1
0.618	1
0.6183	1
0.6188	0
0.619	1
0.6195	1
0.6198	1
0.6216	1
0.6221	1
0.6221	1
0.6237	1
0.6237	1
0.6241	1
0.6246	1
0.6255	1
0.6268	1
0.6269	1
0.6274	1
0.6276	1
0.6298	1
0.6299	1
0.6301	1
0.6329	1
0.6334	1
0.6341	1
0.6348	0
0.6368	1
0.6371	1
0.6377	1
0.6379	1
0.638	1
0.6392	1
0.6414	1
0.6416	1
0.6426	1
0.6468	1
0.6468	1
0.647	1
0.648	1
0.6491	1
0.6494	1
0.6496	1
0.6507	1
0.6513	1
0.6514	1
0.6536	1
0.6539	1
0.6555	1
0.656	1
0.6583	1
0.6615	1
0.666	1
0.6666	1
0.6678	1
0.668	1
0.6683	1
0.6714	1
0.6766	1
0.679	1
0.6813	1
0.6828	1
0.6833	1
0.6867	1
0.688	1
0.6894	1
0.691	1
0.6924	1
0.696	1
0.6963	1
0.6978	1
0.701	1
0.7023	1
0.7069	1
0.7086	1
0.7158	1
0.7171	1
0.7286	1
0.7356	1
0.7533	1
0.777	1
0.8443	1
0.4999	0
0.4997	0
0.4993	1
0.4991	1
0.4991	1
0.4985	0
0.4985	0
0.4985	0
0.4983	0
0.4983	1
0.4983	1
0.4982	0
0.498	1
0.4979	0
0.4974	1
0.4967	0
0.4967	0
0.4966	0
0.4966	0
0.4962	1
0.4959	1
0.4957	0
0.4957	1
0.4953	1
0.495	1
0.4944	0
0.4939	1
0.4938	0
0.4937	0
0.4932	1
0.493	1
0.4923	1
0.4921	0
0.492	0
0.4919	1
0.4918	1
0.4917	1
0.4914	0
0.4914	1
0.4911	0
0.4909	1
0.4908	1
0.4908	0
0.4908	0
0.4908	0
0.4906	1
0.4905	0
0.4905	0
0.4903	0
0.4902	0
0.4902	0
0.4901	1
0.49	0
0.4897	1
0.4896	0
0.4893	0
0.4892	0
0.4892	1
0.489	0
0.4884	0
0.4876	0
0.4875	1
0.4875	0
0.4873	0
0.4872	0
0.487	0
0.4869	0
0.4868	0
0.4865	0
0.4864	0
0.4862	0
0.4856	0
0.4854	0
0.485	1
0.4848	0
0.4848	1
0.4847	0
0.4846	1
0.4845	0
0.4843	0
0.4843	0
0.484	0
0.4838	0
0.4837	1
0.4835	0
0.4835	1
0.4835	0
0.4834	0
0.4831	1
0.4828	0
0.4826	0
0.4825	1
0.4824	0
0.4823	1
0.4823	0
0.4822	0
0.4822	0
0.4813	0
0.4812	0
0.4812	0
0.4811	1
0.481	0
0.4806	1
0.4806	0
0.4806	0
0.4804	0
0.4804	1
0.4801	0
0.4799	0
0.4798	1
0.4796	0
0.4795	0
0.4795	0
0.479	1
0.479	0
0.4789	1
0.4788	0
0.4783	0
0.4776	1
0.477	0
0.4768	0
0.4768	1
0.4765	0
0.4762	0
0.4761	0
0.476	0
0.4756	1
0.4756	0
0.4751	0
0.4751	0
0.4749	0
0.4747	0
0.4746	0
0.4746	0
0.4744	0
0.474	0
0.4738	0
0.4736	0
0.4733	0
0.4727	0
0.4725	0
0.4724	1
0.4724	0
0.4723	1
0.4721	1
0.4718	1
0.4717	0
0.4717	1
0.4717	0
0.4714	0
0.4713	0
0.4713	0
0.4712	0
0.4712	0
0.4711	1
0.471	0
0.471	1
0.4709	0
0.4707	0
0.4703	0
0.4703	0
0.4701	0
0.4701	0
0.47	0
0.4698	0
0.4697	0
0.4695	1
0.4694	0
0.4694	1
0.469	0
0.4682	0
0.468	0
0.4676	0
0.467	0
0.4668	1
0.4667	1
0.4665	0
0.4665	0
0.4665	0
0.4665	1
0.4664	1
0.4663	0
0.4661	0
0.466	1
0.466	0
0.4657	0
0.4656	1
0.4655	0
0.4654	0
0.4653	0
0.465	0
0.465	0
0.4649	0
0.4648	0
0.4639	0
0.4636	1
0.4635	0
0.4634	1
0.4631	0
0.4629	1
0.4624	0
0.4624	0
0.4622	0
0.4622	0
0.4621	0
0.4617	0
0.4617	0
0.4615	1
0.4614	0
0.4613	1
0.4612	0
0.4611	0
0.461	0
0.4609	0
0.4602	0
0.46	0
0.4599	0
0.4597	0
0.4596	0
0.4595	0
0.4594	0
0.4593	0
0.4587	0
0.4586	0
0.4586	0
0.4583	1
0.4583	0
0.4582	1
0.4582	0
0.4579	0
0.4577	0
0.4566	0
0.4565	1
0.4564	0
0.4561	0
0.4558	0
0.4556	1
0.4554	0
0.4553	1
0.4552	0
0.4552	0
0.4545	0
0.4545	0
0.4545	0
0.4543	0
0.4542	0
0.454	0
0.4536	0
0.4535	0
0.4534	0
0.4533	0
0.4526	0
0.4525	0
0.4519	1
0.4518	0
0.4518	0
0.4517	0
0.4517	0
0.4517	0
0.4513	0
0.4513	0
0.4511	0
0.4508	0
0.4507	0
0.4505	0
0.4504	0
0.4503	0
0.4497	0
0.4496	0
0.4496	0
0.449	0
0.449	0
0.4487	0
0.4487	0
0.4478	0
0.4476	0
0.4475	1
0.4473	0
0.4472	0
0.4472	0
0.4467	0
0.4465	0
0.446	0
0.4459	0
0.4459	0
0.4459	1
0.4458	0
0.4457	0
0.4457	0
0.4451	0
0.4448	0
0.4447	0
0.4444	0
0.4441	0
0.444	0
0.4438	0
0.4434	0
0.4433	0
0.443	0
0.4429	0
0.4427	0
0.4427	0
0.4422	0
0.4421	0
0.4421	0
0.4419	0
0.4417	0
0.4416	0
0.441	0
0.4409	0
0.4408	1
0.4404	0
0.4404	0
0.4403	0
0.4402	0
0.4398	0
0.4398	0
0.4393	0
0.4392	0
0.4392	0
0.4392	0
0.4392	0
0.4389	0
0.4388	0
0.4387	0
0.4386	0
0.4384	0
0.438	0
0.437	0
0.4369	0
0.4368	0
0.4364	0
0.4359	0
0.4358	0
0.4357	0
0.4357	0
0.4357	0
0.4355	0
0.4351	0
0.4349	1
0.4347	0
0.4341	0
0.4336	0
0.4333	0
0.4331	0
0.433	0
0.4327	0
0.4326	0
0.4321	0
0.4318	0
0.4317	0
0.4317	0
0.4314	0
0.4313	0
0.4313	0
0.4311	0
0.431	0
0.4308	0
0.4307	0
0.4298	0
0.4291	0
0.4291	0
0.4286	0
0.4281	0
0.4276	0
0.4276	0
0.4273	1
0.4273	0
0.4272	0
0.4271	0
0.4271	0
0.427	0
0.4269	0
0.4263	0
0.4261	0
0.426	0
0.4256	0
0.4255	0
0.4253	0
0.4253	0
0.4251	0
0.425	0
0.4249	0
0.4248	0
0.4247	0
0.4246	0
0.4246	0
0.4243	0
0.4241	1
0.4224	0
0.4222	0
0.4218	0
0.4217	0
0.4212	0
0.4211	0
0.4206	1
0.4203	0
0.4198	0
0.4195	0
0.4193	0
0.4186	0
0.4183	0
0.4181	0
0.4175	1
0.4173	0
0.4173	0
0.4165	0
0.4163	0
0.416	0
0.416	0
0.4159	0
0.4156	0
0.4152	0
0.4151	0
0.4149	0
0.4141	0
0.414	0
0.4139	0
0.4138	0
0.4136	0
0.4129	0
0.4121	0
0.412	0
0.412	0
0.4107	0
0.4103	0
0.4099	0
0.4099	0
0.4097	0
0.4096	0
0.4089	0
0.4079	0
0.4078	0
0.4077	0
0.4072	0
0.4061	0
0.4057	0
0.4056	0
0.4053	0
0.4048	0
0.4042	0
0.4031	0
0.403	0
0.4029	0
0.4028	1
0.4024	0
0.4018	0
0.4018	0
0.4017	0
0.4012	0
0.4006	0
0.4004	0
0.3996	1
0.3995	0
0.3992	0
0.3991	0
0.3989	0
0.3982	0
0.3953	0
0.3949	0
0.3949	0
0.3948	0
0.3946	0
0.3943	0
0.3942	0
0.3942	0
0.3937	0
0.393	0
0.3927	0
0.3924	0
0.3921	0
0.3919	0
0.3918	0
0.3916	0
0.3916	0
0.3914	0
0.3909	0
0.3903	0
0.39	0
0.3898	0
0.3887	0
0.3877	0
0.3875	0
0.3869	0
0.3869	0
0.3868	0
0.3866	0
0.3862	0
0.3861	0
0.3854	0
0.3848	0
0.3847	0
0.3845	0
0.3845	0
0.3838	0
0.382	0
0.3817	0
0.3812	1
0.381	0
0.3805	0
0.3802	0
0.3784	0
0.3779	0
0.3779	0
0.3763	0
0.3763	0
0.3759	0
0.3754	0
0.3745	0
0.3732	0
0.3731	0
0.3726	0
0.3724	0
0.3702	0
0.3701	0
0.3699	0
0.3671	0
0.3666	0
0.3659	0
0.3652	1
0.3632	0
0.3629	0
0.3623	0
0.3621	0
0.362	0
0.3608	0
0.3586	0
0.3584	0
0.3574	0
0.3532	0
0.3532	0
0.353	0
0.352	0
0.3509	0
0.3506	0
0.3504	0
0.3493	0
0.3487	0
0.3486	0
0.3464	0
0.3461	0
0.3445	0
0.344	0
0.3417	0
0.3385	0
0.334	0
0.3334	0
0.3322	0
0.332	0
0.3317	0
0.3286	0
0.3234	0
0.321	0
0.3187	0
0.3172	0
0.3167	0
0.3133	0
0.312	0
0.3106	0
0.309	0
0.3076	0
0.304	0
0.3037	0
0.3022	0
0.299	0
0.2977	0
0.2931	0
0.2914	0
0.2842	0
0.2829	0
0.2714	0
0.2644	0
0.2467	0
0.223	0
0.1557	0
