0.5001	1
0.5003	1
0.5007	0
0.5009	0
0.5009	0
0.5015	1
0.5015	1
0.5015	1
0.5017	1
0.5017	0
0.5017	0
0.5018	1
0.502	0
0.5021	1
0.5026	0
0.5033	1
0.5033	1
0.5034	1
0.5034	1
0.5038	0
0.5041	0
0.5043	1
0.5043	0
0.5047	0
0.505	0
0.5056	1
0.5061	0
0.5062	1
0.5063	1
0.5068	0
0.507	0
0.5077	0
0.5079	1
0.508	1
0.5081	0
0.5082	0
0.5083	0
0.5086	1
0.5086	0
0.5089	1
0.5091	0
0.5092	0
0.5092	1
0.5092	1
0.5092	1
0.5094	0
0.5095	1
0.5095	1
0.5097	1
0.5098	1
0.5098	1
0.5099	0
0.51	1
0.5103	0
0.5104	1
0.5107	1
0.5108	1
0.5108	0
0.511	1
0.5116	1
0.5124	1
0.5125	0
0.5125	1
0.5127	1
0.5128	1
0.513	1
0.5131	1
0.5132	1
0.5135	1
0.5136	1
0.5138	1
0.5144	1
0.5146	1
0.515	0
0.5152	1
0.5152	0
0.5153	1
0.5154	0
0.5155	1
0.5157	1
0.5157	1
0.516	1
0.5162	1
0.5163	0
0.5165	1
0.5165	0
0.5165	1
0.5166	1
0.5169	0
0.5172	1
0.5174	1
0.5175	0
0.5176	1
0.5177	0
0.5177	1
0.5178	1
0.5178	1
0.5187	1
0.5188	1
0.5188	1
0.5189	0
0.519	1
0.5194	0
0.5194	1
0.5194	1
0.5196	1
0.5196	0
0.5199	1
0.5201	1
0.5202	0
0.5204	1
0.5205	1
0.5205	1
0.521	0
0.521	1
0.5211	0
0.5212	1
0.5217	1
0.5224	0
0.523	1
0.5232	1
0.5232	0
0.5235	1
0.5238	1
0.5239	1
0.524	1
0.5244	0
0.5244	1
0.5249	1
0.5249	1
0.5251	1
0.5253	1
0.5254	1
0.5254	1
0.5256	1
0.526	1
0.5262	1
0.5264	1
0.5267	1
0.5273	1
0.5275	1
0.5276	0
0.5276	1
0.5277	0
0.5279	0
0.5282	0
0.5283	1
0.5283	0
0.5283	1
0.5286	1
0.5287	1
0.5287	1
0.5288	1
0.5288	1
0.5289	0
0.529	1
0.529	0
0.5291	1
0.5293	1
0.5297	1
0.5297	1
0.5299	1
0.5299	1
0.53	1
0.5302	1
0.5303	1
0.5305	0
0.5306	1
0.5306	0
0.531	1
0.5318	1
0.532	1
0.5324	1
0.533	1
0.5332	0
0.5333	0
0.5335	1
0.5335	1
0.5335	1
0.5335	0
0.5336	0
0.5337	1
0.5339	1
0.534	0
0.534	1
0.5343	1
0.5344	0
0.5345	1
0.5346	1
0.5347	1
0.535	1
0.535	1
0.5351	1
0.5352	1
0.5361	1
0.5364	0
0.5365	1
0.5366	0
0.5369	1
0.5371	0
0.5376	1
0.5376	1
0.5378	1
0.5378	1
0.5379	1
0.5383	1
0.5383	1
0.5385	0
0.5386	1
0.5387	0
0.5388	1
0.5389	1
0.539	1
0.5391	1
0.5398	1
0.54	1
0.5401	1
0.5403	1
0.5404	1
0.5405	1
0.5406	1
0.5407	1
0.5413	1
0.5414	1
0.5414	1
0.5417	0
0.5417	1
0.5418	0
0.5418	1
0.5421	1
0.5423	1
0.5434	1
0.5435	0
0.5436	1
0.5439	1
0.5442	1
0.5444	0
0.5446	1
0.5447	0
0.5448	1
0.5448	1
0.5455	1
0.5455	1
0.5455	1
0.5457	1
0.5458	1
0.546	1
0.5464	1
0.5465	1
0.5466	1
0.5467	1
0.5474	1
0.5475	1
0.5481	0
0.5482	1
0.5482	1
0.5483	1
0.5483	1
0.5483	1
0.5487	1
0.5487	1
0.5489	1
0.5492	1
0.5493	1
0.5495	1
0.5496	1
0.5497	1
0.5503	1
0.5504	1
0.5504	1
0.551	1
0.551	1
0.5513	1
0.5513	1
0.5522	1
0.5524	1
0.5525	0
0.5527	1
0.5528	1
0.5528	1
0.5533	1
0.5535	1
0.554	1
0.5541	1
0.5541	1
0.5541	0
0.5542	1
0.5543	1
0.5543	1
0.5549	1
0.5552	1
0.5553	1
0.5556	1
0.5559	1
0.556	1
0.5562	1
0.5566	1
0.5567	1
0.557	1
0.5571	1
0.5573	1
0.5573	1
0.5578	1
0.5579	1
0.5579	1
0.5581	1
0.5583	1
0.5584	1
0.559	1
0.5591	1
0.5592	0
0.5596	1
0.5596	1
0.5597	1
0.5598	1
0.5602	1
0.5602	1
0.5607	1
0.5608	1
0.5608	1
0.5608	1
0.5608	1
0.5611	1
0.5612	1
0.5613	1
0.5614	1
0.5616	1
0.562	1
0.563	1
0.5631	1
0.5632	1
0.5636	1
0.5641	1
0.5642	1
0.5643	1
0.5643	1
0.5643	1
0.5645	1
0.5649	1
0.5651	0
0.5653	1
0.5659	1
0.5664	1
0.5667	1
0.5669	1
0.567	1
0.5673	1
0.5674	1
0.5679	1
0.5682	1
0.5683	1
0.5683	1
0.5686	1
0.5687	1
0.5687	1
0.5689	1
0.569	1
0.5692	1
0.5693	1
0.5702	1
0.5709	1
0.5709	1
0.5714	1
0.5719	1
0.5724	1
0.5724	1
0.5727	0
0.5727	1
0.5728	1
0.5729	1
0.5729	1
0.573	1
0.5731	1
0.5737	1
0.5739	1
0.574	1
0.5744	1
0.5745	1
0.5747	1
0.5747	1
