source,target,strength
92,14,12381584
93,14,201187
94,14,159616
95,14,70894
96,14,4932544
97,14,165392
98,14,137102
99,14,191878
100,14,157159
101,14,101309
102,14,136145
103,14,5508482
104,14,144663
105,14,251253
106,14,122359
107,14,2163951
108,14,72901
109,14,274066
110,14,127583
111,14,313113
112,14,62398
113,14,45867
114,14,155304
115,14,145110
116,14,1443903
117,14,56468
118,14,132939
119,14,37632
120,14,68801
121,14,63033
122,14,25803
123,14,85199
124,14,123239
125,14,43997
126,14,25305
127,14,59619
128,14,27986
129,14,89252
130,14,50802
131,14,58570
132,14,20074
133,14,21701
134,14,24498
16,15,9810621
17,15,3787176
18,15,1453228
19,15,3386699
20,15,3875010
21,15,3533615
22,15,3083235
23,15,2998516
24,15,15085995
25,15,1889386
26,15,3459927
27,15,2942989
28,15,4085866
29,15,980237
30,15,2579867
31,15,1054370
32,15,3009282
33,15,1105807
34,15,1408232
35,15,1491468
36,15,1493924
37,15,2452271
38,15,1973305
39,15,2218153
40,15,1306828
41,15,2838346
42,15,2137334
43,15,4505386
44,15,1988150
45,15,5789755
46,15,691091
47,15,2415135
48,15,2326773
49,15,990701
50,15,1540302
51,15,1582090
52,15,853161
53,15,2967814
54,15,1347843
55,15,663577
56,15,404821
57,15,753892
58,15,1358429
59,15,575113
60,15,2508010
61,15,1078340
62,15,1197409
63,15,320389
64,15,1358473
65,15,1548431
66,15,341202
67,15,2490608
68,15,3075516
69,15,391734
70,15,723800
71,15,2181193
72,15,509382
73,15,878115
74,15,388556
75,15,795665
76,15,411182
77,15,649226
78,15,673112
79,15,522711
80,15,109714
81,15,468215
82,15,248030
83,15,260489
84,15,914891
85,15,705541
86,15,591748
87,15,151537
88,15,375894
89,15,1744603
90,15,373477
91,15,104809
92,15,710131
93,15,570308
94,15,501435
95,15,117709
96,15,199253
97,15,192982
98,15,280559
99,15,409315
100,15,332642
101,15,137990
102,15,153476
103,15,849506
104,15,3037582
105,15,439114
106,15,490671
107,15,240891
108,15,1677841
109,15,282637
110,15,246158
111,15,527775
112,15,70034
113,15,111715
114,15,53588
115,15,1671144
116,15,293472
117,15,170899
118,15,482979
119,15,73393
120,15,187335
121,15,108561
122,15,182523
123,15,202997
124,15,111291
125,15,83526
126,15,88168
127,15,126024
128,15,89480
129,15,261907
130,15,250439
131,15,75797
132,15,239953
133,15,180225
134,15,32141
17,16,4537208
18,16,6159208
19,16,8853169
20,16,951172
21,16,3089471
22,16,39263232
23,16,888231
24,16,20034829
25,16,736421
26,16,3504276
27,16,1363571
28,16,33056787
29,16,1950657
30,16,964491
31,16,425554
32,16,5264115
33,16,321907
34,16,527715
35,16,2813827
36,16,638884
37,16,1479153
38,16,663210
39,16,417908
40,16,638037
41,16,643302
42,16,614128
43,16,3690055
44,16,760519
45,16,13749287
46,16,532038
47,16,1637142
48,16,879082
49,16,1872193
50,16,317605
51,16,268009
52,16,550232
53,16,54390904
54,16,559275
55,16,3720222
56,16,213624
57,16,126442
58,16,363374
59,16,305892
60,16,1262521
61,16,450303
62,16,496876
63,16,452764
64,16,2150501
65,16,666169
66,16,181772
67,16,2862781
68,16,433035
69,16,149745
70,16,144773
71,16,1479023
72,16,313853
73,16,101875
74,16,144016
75,16,230735
76,16,245478
77,16,115761
78,16,344989
79,16,219315
80,16,79088
81,16,173379
82,16,77140
83,16,377533
84,16,2118833
85,16,242363
86,16,134624
87,16,9637271
88,16,146961
89,16,3215666
90,16,276647
91,16,73955
92,16,544595
93,16,75686
94,16,68784
95,16,300895
96,16,201551
97,16,7955696
98,16,92363
99,16,316204
100,16,1241414
101,16,90200
102,16,96501
103,16,1202630
104,16,270709
105,16,264073
106,16,149404
107,16,294923
108,16,47932
109,16,130688
110,16,99953
111,16,391716
112,16,55851
113,16,168437
114,16,24822
115,16,166291
116,16,252114
117,16,96191
118,16,272506
119,16,29038
120,16,92630
121,16,46749
122,16,189842
123,16,92665
124,16,72722
125,16,49389
126,16,162069
127,16,1070658
128,16,12813
129,16,5629782
130,16,49567
131,16,41142
132,16,994476
133,16,20590
134,16,67586
18,17,515660
19,17,1367128
20,17,19059560
21,17,1392843
22,17,933033
23,17,12767642
24,17,4068310
25,17,12281860
26,17,1866379
27,17,1227916
28,17,973387
29,17,1474155
30,17,10590251
31,17,2743762
32,17,1091225
33,17,15365759
34,17,3060413
35,17,571470
36,17,18838522
37,17,4558220
38,17,2235575
39,17,1162079
40,17,2807074
41,17,5284575
42,17,8699030
43,17,1470658
44,17,2629532
45,17,731772
46,17,413194
47,17,337958
48,17,3228773
49,17,830098
50,17,2101834
51,17,11963398
52,17,1441044
53,17,931326
54,17,452004
55,17,332321
56,17,458936
57,17,1963070
58,17,899507
59,17,3756684
60,17,4451175
61,17,2230581
62,17,1616511
63,17,147113
64,17,165818
65,17,2178171
66,17,5845232
67,17,647159
68,17,613030
69,17,3914606
70,17,1830457
71,17,2924553
72,17,252579
73,17,2219879
74,17,699868
75,17,1223230
76,17,931110
77,17,3292127
78,17,1266029
79,17,862498
80,17,280073
81,17,1902754
82,17,4700586
83,17,323896
84,17,1015349
85,17,131458
86,17,1330778
87,17,156807
88,17,786419
89,17,868578
90,17,99546
91,17,320426
92,17,216352
93,17,1544947
94,17,207968
95,17,116316
96,17,120939
97,17,72132
98,17,1606537
99,17,157465
100,17,98375
101,17,320864
102,17,493757
103,17,297373
104,17,520359
105,17,118926
106,17,363902
107,17,110305
108,17,121818
109,17,386598
110,17,813478
111,17,119127
112,17,167657
113,17,101467
114,17,81845
115,17,267487
116,17,103377
117,17,55993
118,17,216248
119,17,74942
120,17,112998
121,17,196153
122,17,49454
123,17,185889
124,17,380155
125,17,152353
126,17,37415
127,17,245438
128,17,106990
129,17,106260
130,17,66209
131,17,31007
132,17,48193
133,17,171175
134,17,31383
19,18,4589793
20,18,255072
21,18,632733
22,18,5620914
23,18,242087
24,18,6357075
25,18,649536
26,18,371702
27,18,173922
28,18,8751666
29,18,2858644
30,18,415412
31,18,480504
32,18,339597
33,18,200001
34,18,288991
35,18,342435
36,18,241886
37,18,397708
38,18,235463
39,18,184441
40,18,129465
41,18,337572
42,18,129951
43,18,426122
44,18,141791
45,18,875775
46,18,197361
47,18,100590
48,18,482873
49,18,97762
50,18,231229
51,18,154733
52,18,1360210
53,18,3088559
54,18,123636
55,18,219111
56,18,408481
57,18,56128
58,18,208815
59,18,103314
60,18,316180
61,18,136615
62,18,224081
63,18,39531
64,18,174494
65,18,313862
66,18,148897
67,18,670662
68,18,55781
69,18,44608
70,18,39882
71,18,130384
72,18,32469
73,18,38207
74,18,117984
75,18,46770
76,18,52371
77,18,40254
78,18,338821
79,18,31468
80,18,57697
81,18,68404
82,18,29828
83,18,40982
84,18,83888
85,18,47939
86,18,31367
87,18,42356
88,18,32245
89,18,1161351
90,18,25928
91,18,25644
92,18,47959
93,18,41490
94,18,55547
95,18,40588
96,18,25555
97,18,1368880
98,18,22228
99,18,67270
100,18,3102640
101,18,468229
102,18,28794
103,18,60873
104,18,36748
105,18,51671
106,18,35277
107,18,26164
108,18,45594
109,18,76834
110,18,25719
111,18,57620
112,18,44210
113,18,181611
114,18,54571
115,18,21102
116,18,23066
117,18,15719
118,18,19201
119,18,9233
120,18,20691
121,18,12552
122,18,11047
123,18,25216
124,18,12003
125,18,43014
126,18,2136146
127,18,42471
128,18,6209
129,18,68017
130,18,15943
131,18,23578
132,18,249241
133,18,6574
134,18,13984
20,19,991178
21,19,404890
22,19,6855469
23,19,2177932
24,19,6439767
25,19,2395783
26,19,310900
27,19,404886
28,19,6839314
29,19,700171
30,19,562250
31,19,414110
32,19,770356
33,19,434702
34,19,320278
35,19,474142
36,19,472662
37,19,695478
38,19,331443
39,19,297893
40,19,341014
41,19,625444
42,19,428487
43,19,919029
44,19,445364
45,19,3169474
46,19,110529
47,19,173662
48,19,740034
49,19,147150
50,19,600397
51,19,232910
52,19,292307
53,19,3181432
54,19,243763
55,19,1385243
56,19,124137
57,19,152634
58,19,191176
59,19,171251
60,19,819325
61,19,497568
62,19,334955
63,19,43686
64,19,497295
65,19,378993
66,19,494622
67,19,1442509
68,19,88821
69,19,172936
70,19,238891
71,19,356630
72,19,46548
73,19,199517
74,19,106830
75,19,133064
76,19,92679
77,19,134076
78,19,347810
79,19,70847
80,19,34887
81,19,225963
82,19,204881
83,19,32355
84,19,292361
85,19,66444
86,19,133089
87,19,78114
88,19,53456
89,19,1796724
90,19,63391
91,19,42589
92,19,141017
93,19,59665
94,19,39726
95,19,66867
96,19,34044
97,19,584634
98,19,85952
99,19,113581
100,19,509876
101,19,35320
102,19,75103
103,19,248785
104,19,191065
105,19,84414
106,19,48968
107,19,55225
108,19,21906
109,19,52203
110,19,78912
111,19,59803
112,19,26091
113,19,443819
114,19,27326
115,19,90857
116,19,85054
117,19,62912
118,19,47972
119,19,13321
120,19,79360
121,19,38179
122,19,25379
123,19,24669
124,19,32448
125,19,38466
126,19,143930
127,19,129112
128,19,12010
129,19,411322
130,19,18780
131,19,29691
132,19,178221
133,19,34827
134,19,34835
21,20,305655
22,20,355554
23,20,8410785
24,20,1108906
25,20,8086845
26,20,281820
27,20,299438
28,20,422946
29,20,307904
30,20,641605
31,20,176693
32,20,405052
33,20,4435774
34,20,317766
35,20,153248
36,20,369216
37,20,637895
38,20,405421
39,20,326598
40,20,389462
41,20,401310
42,20,1479879
43,20,596241
44,20,507745
45,20,252647
46,20,109302
47,20,92336
48,20,310145
49,20,212911
50,20,168933
51,20,4649416
52,20,147033
53,20,205743
54,20,110130
55,20,55819
56,20,65081
57,20,1394480
58,20,98588
59,20,138237
60,20,499900
61,20,231663
62,20,171195
63,20,36855
64,20,95643
65,20,231244
66,20,1727779
67,20,108838
68,20,720769
69,20,1329431
70,20,1867572
71,20,429192
72,20,363650
73,20,1333578
74,20,58981
75,20,131104
76,20,194611
77,20,1008114
78,20,93349
79,20,99025
80,20,30452
81,20,2867088
82,20,935915
83,20,78082
84,20,502272
85,20,34828
86,20,3178726
87,20,34108
88,20,92416
89,20,298748
90,20,21745
91,20,31515
92,20,77710
93,20,46394
94,20,39639
95,20,19451
96,20,35720
97,20,27174
98,20,601653
99,20,51861
100,20,29802
101,20,106873
102,20,34566
103,20,86901
104,20,343010
105,20,31675
106,20,28325
107,20,34149
108,20,166820
109,20,46794
110,20,58685
111,20,45591
112,20,38552
113,20,43781
114,20,40629
115,20,371866
116,20,27431
117,20,11968
118,20,33152
119,20,8337
120,20,36445
121,20,17755
122,20,10822
123,20,23158
124,20,35980
125,20,15079
126,20,5539
127,20,23632
128,20,8362
129,20,18829
130,20,20347
131,20,6590
132,20,12691
133,20,16192
134,20,3987
22,21,366400
23,21,341226
24,21,3597108
25,21,366172
26,21,1506900
27,21,1307230
28,21,580438
29,21,359363
30,21,1577628
31,21,220522
32,21,15347549
33,21,262105
34,21,988668
35,21,8180044
36,21,1017398
37,21,542407
38,21,1090876
39,21,234845
40,21,404068
41,21,536648
42,21,293989
43,21,18172409
44,21,1259578
45,21,639110
46,21,1026526
47,21,1022070
48,21,745532
49,21,754296
50,21,244078
51,21,264582
52,21,169062
53,21,769791
54,21,552520
55,21,849293
56,21,143095
57,21,103188
58,21,413073
59,21,181741
60,21,323203
61,21,344735
62,21,446179
63,21,334216
64,21,1024771
65,21,736204
66,21,117387
67,21,307345
68,21,426335
69,21,92267
70,21,122155
71,21,521193
72,21,201130
73,21,76871
74,21,66031
75,21,122140
76,21,198017
77,21,103873
78,21,162157
79,21,124149
80,21,93364
81,21,81479
82,21,139301
83,21,269219
84,21,282245
85,21,226488
86,21,60254
87,21,446869
88,21,99350
89,21,709715
90,21,74228
91,21,50937
92,21,1614165
93,21,64632
94,21,76390
95,21,76927
96,21,195168
97,21,178839
98,21,61483
99,21,292451
100,21,292912
101,21,54938
102,21,60912
103,21,1504922
104,21,108931
105,21,190173
106,21,59275
107,21,1477550
108,21,57042
109,21,213732
110,21,48106
111,21,3792771
112,21,140681
113,21,44450
114,21,20865
115,21,128013
116,21,1407680
117,21,59496
118,21,306283
119,21,15018
120,21,50125
121,21,23429
122,21,45462
123,21,36325
124,21,29512
125,21,20422
126,21,49240
127,21,63174
128,21,11977
129,21,76162
130,21,49832
131,21,50572
132,21,19301
133,21,10357
134,21,28548
23,22,606656
24,22,7773264
25,22,364900
26,22,132947
27,22,410696
28,22,3566971
29,22,285741
30,22,178417
31,22,226248
32,22,945243
33,22,135705
34,22,90942
35,22,196738
36,22,176901
37,22,453563
38,22,146146
39,22,199622
40,22,150563
41,22,373259
42,22,187258
43,22,693588
44,22,290203
45,22,22526059
46,22,69719
47,22,104720
48,22,305675
49,22,98817
50,22,150551
51,22,118668
52,22,207059
53,22,6554942
54,22,49490
55,22,111963
56,22,53603
57,22,87902
58,22,49339
59,22,103035
60,22,325551
61,22,238400
62,22,176819
63,22,14838
64,22,78928
65,22,157119
66,22,92319
67,22,795805
68,22,84676
69,22,54889
70,22,92009
71,22,123067
72,22,36514
73,22,77640
74,22,58351
75,22,72339
76,22,33350
77,22,70398
78,22,125963
79,22,30852
80,22,12984
81,22,72009
82,22,94541
83,22,30051
84,22,139619
85,22,26708
86,22,94563
87,22,99768
88,22,43138
89,22,5807266
90,22,14215
91,22,20015
92,22,130044
93,22,61634
94,22,13647
95,22,39536
96,22,19064
97,22,441443
98,22,58453
99,22,35790
100,22,355371
101,22,20808
102,22,32898
103,22,204466
104,22,36554
105,22,14446
106,22,27217
107,22,34672
108,22,46361
109,22,44567
110,22,40476
111,22,32744
112,22,11778
113,22,128883
114,22,11488
115,22,24464
116,22,49193
117,22,7002
118,22,23313
119,22,6221
120,22,14080
121,22,18063
122,22,7291
123,22,14223
124,22,11080
125,22,14879
126,22,61304
127,22,218468
128,22,5769
129,22,271167
130,22,9655
131,22,11496
132,22,2711814
133,22,6309
134,22,5645
24,23,2357430
25,23,13060072
26,23,585192
27,23,348874
28,23,1229246
29,23,383553
30,23,519097
31,23,200590
32,23,236656
33,23,3611282
34,23,197665
35,23,127658
36,23,286389
37,23,572190
38,23,301292
39,23,412521
40,23,371823
41,23,581009
42,23,646120
43,23,375925
44,23,546032
45,23,294307
46,23,88854
47,23,59176
48,23,1504294
49,23,136706
50,23,178255
51,23,2360120
52,23,185874
53,23,236261
54,23,89090
55,23,68427
56,23,84682
57,23,948660
58,23,74175
59,23,125794
60,23,655743
61,23,301914
62,23,278199
63,23,22859
64,23,159876
65,23,626786
66,23,3349230
67,23,743181
68,23,179551
69,23,1979801
70,23,1260976
71,23,252256
72,23,46210
73,23,1324874
74,23,72503
75,23,159577
76,23,131413
77,23,1075241
78,23,220554
79,23,105836
80,23,28909
81,23,8667636
82,23,1454580
83,23,59428
84,23,530491
85,23,35819
86,23,903813
87,23,21307
88,23,86660
89,23,240069
90,23,18510
91,23,28325
92,23,37641
93,23,25420
94,23,26364
95,23,17814
96,23,19054
97,23,26773
98,23,320640
99,23,36321
100,23,33560
101,23,56023
102,23,44305
103,23,35048
104,23,866448
105,23,24316
106,23,15984
107,23,12238
108,23,181931
109,23,48399
110,23,62701
111,23,43197
112,23,39139
113,23,48622
114,23,16243
115,23,64016
116,23,17994
117,23,12458
118,23,26546
119,23,6888
120,23,32315
121,23,18778
122,23,6851
123,23,22369
124,23,45264
125,23,18810
126,23,7867
127,23,14450
128,23,6704
129,23,19481
130,23,16290
131,23,4656
132,23,16203
133,23,14684
134,23,5283
25,24,1029766
26,24,1199493
27,24,6376249
28,24,3744639
29,24,759932
30,24,556150
31,24,720511
32,24,1492526
33,24,397028
34,24,301870
35,24,1544849
36,24,762688
37,24,2670247
38,24,469299
39,24,1320412
40,24,1221137
41,24,1418759
42,24,986647
43,24,3173958
44,24,2278925
45,24,6991654
46,24,592580
47,24,1101726
48,24,3238665
49,24,508518
50,24,617827
51,24,232128
52,24,612017
53,24,7801719
54,24,1321773
55,24,1805797
56,24,187468
57,24,173303
58,24,583243
59,24,349767
60,24,2072801
61,24,1141534
62,24,1503499
63,24,282528
64,24,2990221
65,24,1847250
66,24,203265
67,24,29414772
68,24,2072417
69,24,250692
70,24,241850
71,24,7349592
72,24,241655
73,24,219351
74,24,285195
75,24,688417
76,24,263524
77,24,108817
78,24,834838
79,24,561001
80,24,60059
81,24,271453
82,24,84472
83,24,125917
84,24,456175
85,24,371461
86,24,148182
87,24,90033
88,24,891767
89,24,1693179
90,24,739631
91,24,57701
92,24,383838
93,24,66432
94,24,65326
95,24,112098
96,24,70515
97,24,647155
98,24,75180
99,24,241430
100,24,861065
101,24,55468
102,24,122012
103,24,536076
104,24,411227
105,24,321873
106,24,66942
107,24,215710
108,24,50567
109,24,410975
110,24,272539
111,24,522122
112,24,81893
113,24,150604
114,24,30123
115,24,212400
116,24,209354
117,24,240084
118,24,832264
119,24,29588
120,24,78646
121,24,395476
122,24,182583
123,24,194369
124,24,137923
125,24,59995
126,24,186478
127,24,136183
128,24,17207
129,24,365316
130,24,96810
131,24,97649
132,24,317256
133,24,75785
134,24,32381
26,25,187709
27,25,213686
28,25,2160645
29,25,240937
30,25,419910
31,25,160403
32,25,215824
33,25,4697929
34,25,215381
35,25,116039
36,25,332552
37,25,489440
38,25,212136
39,25,469865
40,25,242689
41,25,454997
42,25,507702
43,25,192494
44,25,270897
45,25,159304
46,25,94639
47,25,50360
48,25,541901
49,25,112729
50,25,150749
51,25,1991085
52,25,120727
53,25,167135
54,25,74608
55,25,64487
56,25,59594
57,25,968423
58,25,63797
59,25,98404
60,25,679444
61,25,243315
62,25,157047
63,25,23436
64,25,61107
65,25,221642
66,25,4592366
67,25,148634
68,25,103443
69,25,1126404
70,25,1283929
71,25,139611
72,25,32214
73,25,850459
74,25,48290
75,25,100316
76,25,113945
77,25,752268
78,25,109467
79,25,58125
80,25,22869
81,25,786446
82,25,1116765
83,25,48310
84,25,205882
85,25,33043
86,25,979887
87,25,25428
88,25,64299
89,25,161659
90,25,19287
91,25,26817
92,25,34860
93,25,25328
94,25,22936
95,25,20706
96,25,16372
97,25,62193
98,25,400052
99,25,29773
100,25,65785
101,25,63252
102,25,34938
103,25,37058
104,25,131612
105,25,25084
106,25,16480
107,25,17921
108,25,52831
109,25,36405
110,25,40867
111,25,24652
112,25,26432
113,25,27591
114,25,11754
115,25,63784
116,25,15180
117,25,19077
118,25,19773
119,25,5290
120,25,23320
121,25,13065
122,25,38654
123,25,12089
124,25,29020
125,25,11147
126,25,13169
127,25,15253
128,25,6958
129,25,16492
130,25,9169
131,25,5028
132,25,11446
133,25,7439
134,25,5418
27,26,8616823
28,26,351463
29,26,1013770
30,26,534208
31,26,268682
32,26,987075
33,26,192481
34,26,334315
35,26,659791
36,26,443516
37,26,1149008
38,26,350698
39,26,284287
40,26,257836
41,26,563530
42,26,526362
43,26,2422637
44,26,459990
45,26,290109
46,26,218058
47,26,213742
48,26,559607
49,26,218064
50,26,393623
51,26,234719
52,26,143081
53,26,388909
54,26,4090121
55,26,201067
56,26,1751347
57,26,78034
58,26,13703422
59,26,126580
60,26,609598
61,26,482038
62,26,217118
63,26,641681
64,26,286251
65,26,393970
66,26,71905
67,26,205181
68,26,515000
69,26,67062
70,26,97811
71,26,1679517
72,26,88176
73,26,54761
74,26,48424
75,26,87014
76,26,98765
77,26,99853
78,26,307543
79,26,78420
80,26,124503
81,26,341745
82,26,65150
83,26,63126
84,26,9611659
85,26,416042
86,26,69774
87,26,85978
88,26,71683
89,26,642926
90,26,566331
91,26,199398
92,26,193950
93,26,749215
94,26,1141381
95,26,47540
96,26,142708
97,26,79973
98,26,66598
99,26,1044012
100,26,151247
101,26,326239
102,26,47546
103,26,584636
104,26,639857
105,26,864656
106,26,1011579
107,26,94126
108,26,283207
109,26,689837
110,26,34135
111,26,117518
112,26,184765
113,26,25098
114,26,130216
115,26,325806
116,26,72164
117,26,695743
118,26,129643
119,26,10692
120,26,72849
121,26,45832
122,26,338557
123,26,192861
124,26,42024
125,26,26036
126,26,23986
127,26,44315
128,26,17013
129,26,41952
130,26,425237
131,26,317082
132,26,14340
133,26,11893
134,26,10965
28,27,570940
29,27,317513
30,27,285892
31,27,241955
32,27,643001
33,27,119630
34,27,210780
35,27,819657
36,27,235972
37,27,2284845
38,27,218311
39,27,724602
40,27,356995
41,27,834334
42,27,652785
43,27,2165349
44,27,447394
45,27,379319
46,27,163640
47,27,294717
48,27,723755
49,27,131257
50,27,157532
51,27,122323
52,27,151285
53,27,442198
54,27,2988649
55,27,110096
56,27,109047
57,27,53494
58,27,1999615
59,27,147867
60,27,713369
61,27,319674
62,27,336718
63,27,174330
64,27,211321
65,27,547452
66,27,67811
67,27,2638329
68,27,211455
69,27,72640
70,27,76700
71,27,979775
72,27,37996
73,27,38275
74,27,125595
75,27,115481
76,27,62319
77,27,50107
78,27,185806
79,27,75587
80,27,33646
81,27,106864
82,27,44020
83,27,63692
84,27,3635105
85,27,1374224
86,27,63071
87,27,41979
88,27,52486
89,27,474045
90,27,19892101
91,27,31254
92,27,137342
93,27,204388
94,27,244497
95,27,27434
96,27,65866
97,27,55729
98,27,43541
99,27,1184528
100,27,47169
101,27,819917
102,27,32961
103,27,311373
104,27,431290
105,27,993548
106,27,425007
107,27,103134
108,27,177617
109,27,176917
110,27,47060
111,27,140996
112,27,1637047
113,27,25259
114,27,14606
115,27,176661
116,27,96732
117,27,1751215
118,27,407523
119,27,7346
120,27,100996
121,27,22207
122,27,5260665
123,27,80220
124,27,32959
125,27,23154
126,27,11680
127,27,33911
128,27,5968
129,27,25091
130,27,3110590
131,27,3359290
132,27,17328
133,27,36940
134,27,12022
29,28,789935
30,28,780883
31,28,276382
32,28,1101452
33,28,618940
34,28,472692
35,28,477169
36,28,464066
37,28,521673
38,28,947169
39,28,232170
40,28,186732
41,28,288914
42,28,186358
43,28,810215
44,28,192378
45,28,2698999
46,28,300129
47,28,213041
48,28,393016
49,28,246539
50,28,298954
51,28,146077
52,28,237651
53,28,3804212
54,28,160997
55,28,1343627
56,28,118836
57,28,146465
58,28,139518
59,28,168433
60,28,491427
61,28,266012
62,28,179636
63,28,48606
64,28,768818
65,28,231530
66,28,500347
67,28,1245331
68,28,75285
69,28,75089
70,28,106592
71,28,312296
72,28,60869
73,28,121016
74,28,85898
75,28,73466
76,28,45299
77,28,66701
78,28,194542
79,28,31312
80,28,43292
81,28,149310
82,28,120655
83,28,62156
84,28,288288
85,28,132562
86,28,101279
87,28,216833
88,28,27161
89,28,2796560
90,28,42587
91,28,28902
92,28,148049
93,28,38866
94,28,36948
95,28,248671
96,28,62100
97,28,1125903
98,28,47271
99,28,88362
100,28,2522513
101,28,36392
102,28,77854
103,28,250347
104,28,68660
105,28,66846
106,28,103096
107,28,64578
108,28,24009
109,28,39442
110,28,41662
111,28,68416
112,28,17457
113,28,1753713
114,28,27054
115,28,29525
116,28,60442
117,28,19541
118,28,26765
119,28,11931
120,28,32507
121,28,37531
122,28,26522
123,28,119592
124,28,16443
125,28,22232
126,28,223708
127,28,406200
128,28,10787
129,28,1624701
130,28,10589
131,28,19641
132,28,182324
133,28,11861
134,28,109784
30,29,642991
31,29,1153398
32,29,440307
33,29,223473
34,29,413085
35,29,212093
36,29,731146
37,29,890377
38,29,594106
39,29,1783623
40,29,1586063
41,29,740494
42,29,495821
43,29,648669
44,29,1002765
45,29,280284
46,29,193397
47,29,201142
48,29,880626
49,29,325435
50,29,619794
51,29,201132
52,29,910407
53,29,331722
54,29,350888
55,29,175752
56,29,9561265
57,29,78856
58,29,393360
59,29,1157736
60,29,891431
61,29,746749
62,29,362058
63,29,141733
64,29,188440
65,29,555428
66,29,81758
67,29,218908
68,29,304649
69,29,105358
70,29,99837
71,29,277120
72,29,299037
73,29,87123
74,29,302416
75,29,414641
76,29,138676
77,29,60659
78,29,761963
79,29,338058
80,29,1605162
81,29,86114
82,29,47433
83,29,122055
84,29,244799
85,29,150168
86,29,64768
87,29,142037
88,29,289957
89,29,369084
90,29,56548
91,29,1074766
92,29,75044
93,29,82660
94,29,119636
95,29,2100784
96,29,55151
97,29,326815
98,29,39076
99,29,86181
100,29,86518
101,29,181684
102,29,758214
103,29,84664
104,29,77868
105,29,73527
106,29,89483
107,29,43398
108,29,29443
109,29,343959
110,29,192826
111,29,171542
112,29,47804
113,29,680527
114,29,1608591
115,29,41505
116,29,37535
117,29,112083
118,29,44087
119,29,765490
120,29,31262
121,29,444332
122,29,55210
123,29,39134
124,29,237169
125,29,709148
126,29,51763
127,29,106097
128,29,658644
129,29,25497
130,29,94126
131,29,22863
132,29,19398
133,29,11140
134,29,699172
31,30,273077
32,30,5936652
33,30,409103
34,30,13126417
35,30,422734
36,30,1268575
37,30,1959452
38,30,10592643
39,30,709536
40,30,556437
41,30,4665138
42,30,604017
43,30,3619263
44,30,436291
45,30,205019
46,30,2244146
47,30,376837
48,30,697050
49,30,3145136
50,30,349042
51,30,415657
52,30,142873
53,30,164623
54,30,195294
55,30,88338
56,30,517956
57,30,117105
58,30,246738
59,30,198599
60,30,910430
61,30,233033
62,30,224728
63,30,686817
64,30,154496
65,30,351819
66,30,203179
67,30,96334
68,30,2220538
69,30,172305
70,30,165923
71,30,133509
72,30,1167521
73,30,101304
74,30,64834
75,30,124346
76,30,266820
77,30,159713
78,30,137077
79,30,152755
80,30,98163
81,30,100949
82,30,240717
83,30,1726806
84,30,501174
85,30,108853
86,30,109180
87,30,1037336
88,30,124409
89,30,214478
90,30,25479
91,30,42565
92,30,771738
93,30,1276712
94,30,782695
95,30,35906
96,30,729610
97,30,65530
98,30,87494
99,30,108412
100,30,84614
101,30,96366
102,30,54176
103,30,887888
104,30,85880
105,30,54305
106,30,349206
107,30,304591
108,30,126974
109,30,74415
110,30,53939
111,30,151088
112,30,59151
113,30,31382
114,30,39357
115,30,45183
116,30,272595
117,30,25549
118,30,94292
119,30,14550
120,30,129122
121,30,18853
122,30,12525
123,30,322227
124,30,110275
125,30,20930
126,30,29150
127,30,89430
128,30,15804
129,30,24719
130,30,22759
131,30,11713
132,30,10444
133,30,94825
134,30,10362
32,31,210886
33,31,169686
34,31,279583
35,31,123786
36,31,709390
37,31,6204208
38,31,499689
39,31,385189
40,31,876863
41,31,2357833
42,31,945222
43,31,338485
44,31,971726
45,31,168022
46,31,235435
47,31,188177
48,31,2309170
49,31,114210
50,31,798295
51,31,101972
52,31,1393287
53,31,204131
54,31,99889
55,31,90190
56,31,952622
57,31,44760
58,31,83448
59,31,701376
60,31,1001779
61,31,1553280
62,31,1401540
63,31,49834
64,31,71611
65,31,3002388
66,31,60371
67,31,177107
68,31,119751
69,31,62095
70,31,65826
71,31,4680502
72,31,65059
73,31,30211
74,31,679356
75,31,321958
76,31,102409
77,31,33976
78,31,444020
79,31,146640
80,31,56032
81,31,51924
82,31,30649
83,31,54710
84,31,136835
85,31,43354
86,31,41307
87,31,25804
88,31,135645
89,31,476503
90,31,34039
91,31,118846
92,31,45957
93,31,28373
94,31,22445
95,31,59313
96,31,39820
97,31,30123
98,31,16975
99,31,41312
100,31,30707
101,31,38973
102,31,449894
103,31,62223
104,31,144231
105,31,30789
106,31,55814
107,31,23550
108,31,13239
109,31,239047
110,31,238192
111,31,47351
112,31,17559
113,31,63347
114,31,257136
115,31,40517
116,31,21197
117,31,13394
118,31,30879
119,31,34709
120,31,26334
121,31,102407
122,31,8555
123,31,14707
124,31,142148
125,31,127179
126,31,9275
127,31,10461
128,31,35249
129,31,10563
130,31,12993
131,31,5419
132,31,10685
133,31,8794
134,31,15103
33,32,159814
34,32,2211815
35,32,5851408
36,32,364590
37,32,469294
38,32,3327358
39,32,968221
40,32,479946
41,32,365505
42,32,204526
43,32,16994355
44,32,491166
45,32,1140308
46,32,3823257
47,32,380960
48,32,620373
49,32,11084752
50,32,132135
51,32,165761
52,32,139912
53,32,1603896
54,32,1074608
55,32,2810474
