message	correspondent	direction	tweet	word1	word2	word3	time	subject	thread	length

7830	XT2	from		juin	monter	agenda	1335155469	Re: Diner =C3=A0 Paris	843	23

12597	XT2	from		stéphan	impatient	pareillement	1340818634	Re: A demain!!	1356	3

12593	XT2	from		passées	globalement	biz	1340955228	Re: A demain!!	1356	43

