mercix,merciy,size,blankx,blanky,heartx,hearty,symbolx,symboly
972,847,8,453,457,762,394,708,724
917,873,8,44,587,958,646,444,566
414,312,8,1864,24,1256,50,1316,917
1461,263,8,1895,498,1208,190,514,446
994,427,8,316,162,1300,571,1174,837
753,414,8,542,795,1047,310,1259,836
675,644,8,234,133,1501,291,871,699
882,301,8,28,738,880,585,1552,341
916,187,8,1353,318,755,368,891,812
724,581,8,1332,953,1046,770,795,819
1381,255,8,1427,479,1078,81,461,634
1635,408,8,909,545,1415,532,847,217
897,485,8,1805,912,1053,690,1175,105
1027,368,8,1001,609,1144,582,920,178
1067,848,8,582,209,686,566,1636,775
1013,160,8,969,880,721,165,1217,129
921,357,8,1552,260,940,538,1374,226
1364,597,8,1391,359,934,280,787,715
1061,552,8,627,421,762,66,478,341
1220,825,8,694,595,867,161,720,402
627,693,8,869,370,801,640,1532,769
938,774,8,159,536,655,404,1499,137
1201,272,8,1539,902,853,674,1427,213
1236,536,8,1874,601,988,258,1547,610
1370,752,8,1936,695,1239,306,1416,85
1642,191,8,1575,646,1130,254,845,203
1247,337,8,66,381,505,385,778,189
412,191,8,1963,493,1275,528,1162,768
1171,366,8,1198,824,1154,777,1643,683
1457,248,8,1697,786,566,260,1416,261
674,298,8,724,669,974,631,449,644
1336,842,8,1243,186,766,419,561,525
979,161,8,599,969,1421,220,1397,824
811,539,8,1159,550,1075,867,716,362
693,491,8,1014,441,1154,668,1376,68
356,298,8,1722,824,561,247,647,670
719,461,8,1363,291,1410,187,780,333
986,877,8,619,35,1081,329,613,483
1319,490,8,966,307,621,432,528,558
344,333,8,748,863,1245,626,1480,505
365,137,8,1771,728,1061,315,1253,897
619,533,8,805,430,1194,360,623,411
980,232,8,1970,76,1345,525,920,135
1464,350,8,155,920,628,136,454,490
1563,278,8,501,395,1028,757,1383,135
759,656,8,1218,389,1025,869,429,554
1339,432,8,803,402,904,703,1202,185
1494,357,8,29,322,719,220,1527,510
368,493,8,156,332,748,604,353,421
1040,436,8,1225,970,858,474,421,473
647,893,8,610,857,959,438,1164,298
483,171,8,953,362,1073,275,637,750
1030,765,8,945,563,1080,483,1437,827
1196,810,7,1200,534,1118,767,1635,612
995,168,7,1726,655,1152,340,1414,741
949,892,7,986,634,1086,829,640,401
352,399,7,1455,860,789,718,1083,810
1302,237,7,626,281,580,383,356,507
423,494,7,819,664,1312,416,449,528
1701,491,7,1580,513,1100,709,1348,155
553,444,7,1504,687,1062,730,1542,374
1373,414,7,1007,638,990,732,1543,305
1337,685,7,1131,208,892,389,1552,133
1589,221,7,318,31,587,456,842,861
1025,830,7,1509,21,911,328,759,683
426,459,7,625,867,754,53,1148,206
778,619,7,515,240,522,246,1412,754
915,400,7,1254,359,916,125,895,195
983,172,7,1265,16,743,639,1383,506
589,446,7,77,815,735,586,1404,193
1007,465,7,1949,709,1158,798,1231,937
802,563,7,869,525,1298,58,761,660
710,800,7,753,314,1244,258,1266,887
864,793,7,1224,775,908,373,814,215
736,493,7,1614,394,1496,390,828,252
696,745,7,1935,371,1431,231,650,238
1198,133,7,910,934,1003,645,1510,889
1284,817,7,1934,820,1473,246,1499,765
824,464,7,1763,309,1161,736,872,260
1150,169,7,1558,446,526,336,1547,758
1011,246,7,1121,483,996,517,1282,694
1645,131,7,1048,827,1393,266,1261,708
993,467,7,1128,84,1212,731,1221,765
1189,825,7,1250,814,1353,76,1148,295
678,381,7,1256,912,861,123,1120,226
1397,649,7,1497,410,808,744,1590,151
1177,305,7,1238,977,948,238,1553,893
889,588,7,1117,60,1278,77,645,296
731,894,7,1551,344,1220,408,614,579
1051,643,7,1553,833,1200,49,1450,658
651,634,7,808,291,1134,151,857,869
977,861,7,1264,295,1503,354,1320,221
1152,489,7,17,34,834,88,728,362
765,642,7,313,609,556,369,1236,147
1308,301,7,1632,714,1107,743,812,652
1037,796,7,518,428,1192,751,793,383
557,393,7,1239,646,622,90,428,539
1337,742,7,869,566,839,504,919,832
762,134,7,285,966,821,176,741,756
1201,333,7,1482,626,1357,533,902,293
740,452,7,1382,569,1005,954,1077,766
1535,366,7,1457,328,1035,155,668,328
1266,390,7,1456,95,581,290,806,149
1054,687,7,993,885,1376,238,1179,289
549,288,7,1406,735,1448,378,357,470
1469,301,7,1072,195,1002,359,537,321
1085,582,7,925,260,834,527,1452,946
1652,485,7,682,623,880,470,652,403
402,162,7,1782,189,511,255,1401,771
966,233,7,1656,154,1406,379,1470,615
727,534,7,1957,462,1474,210,914,738
1281,834,7,242,358,1318,574,1532,213
1352,771,7,620,169,698,505,1083,274
1206,857,7,152,723,1018,336,1627,228
1183,567,7,1099,286,544,265,918,80
620,579,7,545,343,898,692,1099,717
1279,422,7,555,429,789,577,1197,298
284,165,7,1940,749,572,137,681,693
1624,418,7,70,395,1154,433,1612,311
1023,559,7,1385,153,1062,897,796,310
1506,132,7,515,157,694,630,1581,435
717,568,7,1739,249,845,131,1356,887
1419,533,7,1346,189,1267,119,1631,247
1239,324,7,741,786,812,548,463,523
361,236,7,1929,871,970,642,1300,422
1179,272,7,1396,480,1155,53,485,625
599,532,7,965,426,779,223,355,563
1626,169,7,1744,684,1179,749,1321,152
930,655,7,687,318,804,370,1406,913
1349,450,7,1403,514,1166,529,758,259
1090,760,7,588,991,724,447,1584,385
1585,402,7,962,855,1048,871,801,682
929,320,7,831,439,1286,535,787,830
1134,382,7,759,201,607,244,811,203
1246,822,7,690,529,656,599,443,483
1310,325,7,570,405,1175,159,635,574
1513,303,7,996,65,793,611,671,733
1235,272,7,473,670,1391,328,1517,677
656,716,7,104,811,1091,636,1485,927
872,609,7,1424,728,1101,152,1398,895
1491,373,7,1333,282,873,115,1578,230
758,459,7,1025,837,1221,252,864,302
689,190,7,317,151,1037,654,779,639
1502,454,7,631,93,1392,303,1334,219
1553,324,7,1840,17,1158,507,1286,561
879,444,7,1412,388,924,667,537,607
992,343,7,140,192,1394,561,1554,541
1322,183,7,1353,121,1121,317,1453,507
1313,199,7,1399,427,735,662,681,562
1050,747,7,1702,148,1325,107,1508,197
1306,147,7,1686,173,945,608,1505,702
1413,628,7,243,684,883,513,1195,237
566,270,7,1744,862,1191,531,923,147
1603,262,7,526,761,1389,469,1216,783
1345,800,7,1007,314,888,291,563,626
386,493,7,433,294,683,366,725,315
343,261,7,20,332,615,275,913,245
407,174,7,983,66,834,219,1470,783
1018,311,7,58,601,817,694,1431,272
940,132,7,1111,826,880,644,914,861
1113,661,7,306,465,1342,217,1607,175
1227,683,7,1589,821,1149,181,714,239
530,283,7,1941,199,1365,373,1511,770
1229,659,7,1975,369,590,165,1306,582
1295,416,7,1585,883,961,681,898,236
1048,787,7,1326,570,780,208,576,269
695,131,7,1073,431,799,541,1074,783
937,241,7,1762,744,1062,873,499,314
897,239,7,871,669,1252,584,459,368
675,816,7,1661,412,962,500,847,774
679,472,7,1869,819,1149,76,542,400
1414,732,7,1570,969,821,445,1128,874
1334,131,7,946,95,1073,466,1467,194
1365,131,7,232,384,724,378,811,787
1314,433,7,1525,931,637,318,1086,721
1612,250,7,1607,848,1349,99,1467,58
416,345,7,1070,726,1306,505,672,653
596,338,7,1471,583,1281,97,907,212
1049,337,7,1736,360,1270,204,924,108
1062,492,7,789,882,1502,276,1597,198
613,476,7,116,565,1062,798,1444,151
919,198,7,877,613,1180,357,1518,692
951,795,7,1342,865,764,238,615,741
934,732,7,857,516,1427,511,713,738
1529,455,7,1904,575,959,603,1119,295
613,462,7,1203,667,1109,724,893,893
583,577,7,663,714,1167,467,887,150
763,471,7,631,794,1459,169,1533,731
1026,444,7,1619,128,678,419,1572,850
1362,694,7,1200,216,1096,235,1206,137
1610,156,7,291,92,1112,368,1137,261
1094,829,7,876,41,1253,269,1102,213
374,384,7,424,977,837,616,1435,376
1266,682,7,370,320,933,441,458,653
902,565,7,70,649,1190,349,695,596
1116,770,7,276,288,1049,651,1542,326
894,620,7,1269,473,973,390,1614,720
527,488,7,1573,838,1172,603,1434,740
870,469,7,492,981,1244,86,1346,46
562,535,7,1349,792,918,160,1385,926
759,485,7,1589,660,895,818,1560,663
1421,663,7,1777,9,1058,462,1398,956
612,145,7,1864,731,1458,395,596,391
479,159,7,344,114,1269,688,1309,890
1025,203,7,1115,777,956,907,867,761
1531,214,7,516,631,1226,75,1449,703
859,381,7,1039,979,1247,705,1063,737
339,208,7,1580,789,1287,70,559,657
888,176,7,547,446,716,55,1522,523
609,214,7,1158,191,775,135,1530,284
1327,876,6,855,208,852,521,395,616
539,413,6,1691,225,1324,175,638,453
1422,545,6,1681,561,812,463,1579,140
922,346,6,1031,989,1072,404,1439,670
842,487,6,183,28,612,571,626,562
1344,360,6,1091,182,724,247,1189,798
406,389,6,1062,33,1110,61,1512,724
1364,833,6,336,468,884,89,522,425
1384,440,6,1449,596,1214,124,1369,172
1642,260,6,1045,73,1031,856,910,769
342,298,6,179,849,672,552,715,378
1185,536,6,566,49,1383,433,1633,273
405,272,6,786,75,840,490,1300,563
863,273,6,299,632,919,85,1415,567
1537,145,6,1027,573,1084,198,461,552
1474,490,6,1785,33,952,841,911,164
1002,324,6,278,474,1147,65,732,636
949,781,6,1651,189,1155,368,1128,240
942,650,6,75,164,500,261,922,119
910,355,6,1609,586,1204,399,857,781
1269,269,6,105,847,1356,602,1342,524
286,132,6,1923,805,1096,258,1327,912
1267,741,6,683,713,774,371,647,760
1520,426,6,465,776,741,700,1242,776
1209,595,6,1825,753,1216,476,353,526
1268,572,6,830,938,1335,611,1484,71
857,773,6,1899,640,884,713,1159,246
427,484,6,669,879,903,130,1523,270
977,365,6,1579,310,639,202,770,738
1328,327,6,1953,670,663,456,455,476
1381,421,6,1292,429,1477,375,1197,921
1571,380,6,1768,348,888,220,1610,739
1577,216,6,851,248,1336,571,1221,861
1133,134,6,1985,937,882,200,1312,55
859,638,6,1538,881,1480,431,1549,144
599,131,6,1839,289,1432,479,624,580
1100,610,6,327,501,684,484,562,578
1036,838,6,1741,830,1147,357,1131,158
911,822,6,287,256,913,744,1633,601
352,132,6,1425,518,702,189,1399,416
965,614,6,1376,821,1207,261,1580,156
1392,825,6,583,45,955,393,1430,260
1064,480,6,1772,136,931,576,626,550
1486,455,6,1103,15,972,151,638,516
703,754,6,1790,256,1022,518,776,797
1618,385,6,1870,271,1005,786,1482,550
1271,863,6,1782,652,731,477,1575,394
1455,322,6,1108,451,875,237,779,595
1231,251,6,1964,260,763,384,435,421
526,153,6,20,918,1245,219,1388,491
706,494,6,1706,42,1488,276,657,670
1270,840,6,353,124,625,356,1281,169
1249,738,6,123,196,860,545,1296,753
1640,371,6,418,602,816,648,1478,446
1535,350,6,439,83,1191,635,1276,858
1486,495,6,190,501,1243,565,1530,683
566,259,6,413,955,1019,255,1084,262
570,465,6,904,901,1013,861,1267,142
1679,466,6,1525,187,780,541,792,602
977,406,6,1804,299,1084,351,894,716
1356,308,6,440,833,636,286,1391,75
604,639,6,320,797,864,647,1509,301
648,270,6,953,894,1146,694,1479,371
904,304,6,553,557,1485,327,1447,804
462,204,6,1819,370,1128,794,1530,779
537,352,6,131,904,1038,901,1529,500
1283,446,6,629,879,796,309,1547,580
763,333,6,666,793,1427,373,590,510
1232,302,6,422,192,1075,665,1587,601
645,778,6,1772,432,543,479,1390,482
1383,245,6,877,820,1416,145,736,183
1538,159,6,1695,752,1177,205,1074,706
682,287,6,1630,444,1116,584,1240,693
595,398,6,388,261,846,60,1498,349
941,230,6,242,384,847,764,1250,848
943,539,6,1326,134,1349,454,1586,844
1422,680,6,142,233,874,486,1284,421
1292,335,6,1405,536,654,156,901,838
953,635,6,1211,291,811,67,688,332
702,876,6,1441,719,913,606,1230,252
907,839,6,1321,464,974,743,1344,92
1032,667,6,1672,302,1088,711,1600,415
1010,132,6,446,285,1437,240,1261,820
1689,494,6,428,797,1075,180,923,293
1254,716,6,422,49,671,446,1359,155
586,185,6,1490,853,1508,302,1178,753
1158,362,6,1485,716,623,575,603,444
1418,817,6,1616,424,725,513,1099,223
431,208,6,1410,833,1360,277,1288,220
1078,791,6,1841,701,893,807,1501,425
1396,770,6,352,314,816,474,1441,763
879,833,6,196,541,735,621,1208,802
1016,370,6,704,880,927,677,695,344
1451,268,6,1545,123,1509,323,1361,521
1147,262,6,1447,836,1254,493,1528,377
1622,311,6,958,326,979,329,399,371
668,892,6,505,415,613,440,1199,175
1336,530,6,1786,993,1227,94,1329,505
669,720,6,1480,36,1232,454,1300,269
1651,372,6,1223,76,767,539,1601,336
1083,477,6,972,350,557,475,1318,497
1397,858,6,1897,858,1326,443,1351,222
1243,653,6,293,239,1072,834,1357,932
1398,689,6,498,642,1137,188,668,634
882,199,6,1338,983,1365,510,1168,818
1158,143,6,75,573,1219,573,1324,583
1213,847,6,291,573,851,225,1233,287
912,796,6,282,601,916,550,600,506
614,358,6,1060,501,863,112,643,362
1060,439,6,1436,612,1118,68,554,279
589,132,6,385,735,946,597,436,358
565,549,6,1662,865,642,340,1292,465
1215,436,6,1808,865,606,231,1513,238
1218,657,6,1534,435,797,753,772,163
1045,310,6,622,894,653,588,899,883
716,394,6,1820,635,1236,265,535,376
1142,495,6,1088,51,800,433,561,554
355,147,6,1887,104,1348,193,1284,731
712,587,6,910,443,1040,577,759,695
394,209,6,840,707,1184,98,725,325
1694,130,6,1616,720,1154,112,1584,693
1082,854,6,1120,733,1210,311,1487,700
1420,594,6,1010,941,993,620,1486,184
1376,769,6,303,690,908,542,1256,216
1264,659,6,1199,238,1090,85,1285,503
1004,534,6,1179,828,1270,557,726,281
343,167,6,1262,816,1288,293,1440,195
1335,756,6,691,812,928,541,1149,135
1365,455,6,1930,390,775,237,872,187
613,494,6,1250,460,551,185,649,466
609,372,6,758,470,848,611,1086,775
530,220,6,1270,833,765,290,585,636
1477,153,6,1928,535,894,725,879,765
1361,256,6,532,826,911,298,1338,952
913,289,6,1437,572,1023,827,1527,670
629,562,6,592,336,1488,292,1324,811
925,401,6,982,212,797,673,789,346
1382,827,6,1696,437,617,559,467,426
1046,543,6,1631,582,1103,755,1434,615
1211,395,6,255,411,978,182,1192,752
1549,312,6,870,781,1017,140,1415,765
684,732,6,1963,251,1033,327,874,301
1078,690,6,1601,441,1272,434,1602,266
554,241,6,840,373,1290,87,1436,386
739,616,6,988,307,1285,553,1411,103
1507,145,6,1406,199,862,530,888,790
1505,466,6,205,770,1356,502,724,570
757,666,6,1529,955,944,748,368,468
1201,386,6,359,964,1216,535,811,850
1322,258,6,1225,655,615,233,1104,287
1217,871,6,1901,284,828,537,1169,182
1063,385,6,399,154,801,230,1576,771
580,268,6,927,958,853,158,1324,136
698,223,6,891,33,917,73,923,167
576,495,6,752,125,1256,628,509,683
1067,655,6,182,463,1249,428,455,509
405,436,6,392,502,531,259,1588,770
343,366,6,1807,268,640,386,703,359
1300,174,6,364,821,652,123,1494,278
1592,428,6,953,20,633,580,1413,278
964,897,6,1346,57,1200,637,673,425
1019,255,6,1434,933,1029,255,907,257
1372,671,6,968,463,746,627,785,790
1132,224,6,541,829,978,425,776,686
1308,252,6,46,178,1249,305,1418,627
428,368,6,969,447,990,569,1454,678
1536,250,6,189,751,966,923,1203,127
1628,473,6,634,111,864,456,1367,424
651,342,6,783,314,871,191,658,556
1322,816,6,1101,784,1049,151,607,358
967,547,6,481,463,971,804,549,517
893,637,6,180,570,1106,93,1596,851
1686,445,6,1926,380,792,341,1529,855
677,482,6,1324,964,578,160,908,322
735,725,6,1871,976,1387,376,1233,703
1347,464,6,1829,344,925,451,1528,487
936,275,6,1891,664,676,132,1484,218
709,607,6,742,941,1385,245,1513,107
1353,494,6,757,184,552,449,1083,696
1045,295,6,1622,324,970,566,497,554
1658,191,6,1700,185,773,39,700,252
1359,822,6,809,128,1298,219,1423,349
1113,636,6,89,761,1303,184,1535,97
1033,710,6,1257,233,782,38,609,605
611,346,6,1805,506,748,256,849,122
1368,169,6,160,73,1152,448,1515,464
607,202,6,1387,415,1407,337,1275,300
1042,712,6,279,992,735,558,530,418
677,196,6,1636,214,793,284,734,569
978,207,6,1146,417,725,280,577,392
527,421,6,1926,157,1433,522,870,880
1588,335,6,1534,470,1313,88,1464,680
1239,764,6,184,234,1203,540,1334,149
871,265,6,565,27,858,203,1359,778
1452,341,6,720,865,989,813,602,496
1627,159,6,694,307,1322,130,1566,168
720,830,6,1772,414,595,506,1549,818
1203,493,6,38,680,1010,922,382,474
363,449,6,1755,802,1394,499,1189,270
1228,198,6,1604,359,591,111,910,128
1060,376,6,1533,415,555,264,1450,928
671,272,6,962,171,1488,234,569,505
1009,810,6,1531,57,941,548,860,746
1563,349,6,678,750,742,134,740,735
748,222,6,7,177,650,195,897,219
1047,490,6,549,933,1220,462,748,191
1453,495,6,1497,834,624,454,1483,483
1182,656,6,90,714,601,113,583,317
1242,194,6,1601,207,886,680,1308,77
1594,232,6,577,942,1134,131,768,391
420,136,6,1045,344,741,143,924,726
677,249,6,1957,823,1419,286,1371,816
894,783,6,154,6,979,159,693,578
428,338,6,1795,318,490,330,1564,882
1211,460,6,406,74,906,842,1371,394
1215,764,6,243,337,496,298,1635,282
601,493,6,566,746,954,114,589,327
978,447,6,181,728,768,693,447,356
969,282,6,956,977,1395,338,646,282
1669,198,6,962,244,820,776,363,431
1254,568,6,955,260,833,415,1114,199
937,743,6,842,869,1010,181,1514,475
1024,872,6,733,454,858,193,1106,841
1022,491,6,1306,742,1434,463,1540,795
1614,488,6,444,720,1260,414,516,416
588,174,6,1177,564,1198,445,1584,531
988,405,6,1203,616,1041,915,1363,181
1180,434,6,149,46,627,372,873,198
848,340,6,653,352,738,672,1173,807
876,793,6,696,80,887,181,389,506
337,178,6,499,379,1498,263,1502,472
736,283,6,1143,298,1313,99,1401,813
1206,815,5,972,277,1327,277,456,391
650,557,5,910,738,598,222,1440,751
1531,495,5,432,218,865,661,1064,701
1338,669,5,765,209,707,50,903,244
928,743,5,471,137,805,314,1159,131
1478,225,5,887,502,1429,407,1473,202
645,747,5,1950,276,1085,657,807,815
1330,154,5,235,328,1013,208,515,432
1044,584,5,232,729,1257,442,660,637
1068,670,5,1419,180,780,440,1079,292
560,453,5,1668,253,904,811,684,723
1001,130,5,797,707,538,179,1521,661
1330,854,5,1749,222,1214,64,691,264
1108,799,5,220,539,1234,623,1344,872
964,855,5,1100,372,503,241,1613,767
344,235,5,1931,994,1070,576,421,402
1155,258,5,70,266,837,518,1168,912
1367,495,5,31,392,1007,328,1065,693
487,146,5,1778,814,1031,417,784,236
701,233,5,1572,409,684,73,1381,41
341,356,5,1522,829,1087,648,574,317
598,272,5,1162,576,913,515,1117,839
613,129,5,870,958,1217,715,790,704
1033,317,5,1323,953,980,458,455,409
645,858,5,687,582,1365,432,691,356
400,294,5,1952,616,647,605,1301,462
978,819,5,101,984,978,694,503,565
713,726,5,470,748,670,563,1649,718
1422,766,5,105,823,820,657,506,475
732,881,5,1645,602,1101,579,1469,773
977,898,5,1437,924,1113,339,1477,541
676,461,5,194,191,741,104,542,311
1450,385,5,1656,929,1063,173,1260,694
1487,364,5,1318,275,718,236,814,374
732,715,5,511,739,961,564,1430,228
1018,302,5,126,85,964,915,1610,731
398,225,5,1518,333,901,652,1391,766
1692,465,5,8,689,1069,507,363,402
1233,221,5,1845,403,642,375,1627,648
1132,177,5,304,87,823,77,762,247
1584,263,5,961,145,514,388,657,325
604,618,5,359,100,929,843,1485,380
1209,772,5,881,262,951,742,560,709
729,132,5,1969,113,1148,716,868,290
921,774,5,1943,404,1370,198,1475,865
1346,130,5,950,127,503,350,706,244
1654,218,5,1159,613,756,249,1421,106
415,409,5,1611,150,756,378,414,546
902,436,5,1659,365,650,164,430,478
852,322,5,1637,249,1014,869,592,288
744,599,5,1222,697,1459,237,886,782
983,135,5,1674,552,1143,565,1601,610
411,164,5,597,509,1092,868,1401,424
1031,603,5,121,126,678,494,1204,896
704,446,5,1960,370,1209,360,925,254
1334,614,5,644,328,1120,408,1444,381
1184,777,5,509,658,709,541,401,556
585,488,5,1340,714,1247,683,478,664
916,409,5,1321,517,1169,60,688,446
1379,530,5,838,598,1166,426,1491,212
746,359,5,1054,251,1422,347,1551,330
1618,496,5,942,889,764,52,1116,237
1452,189,5,154,236,1079,615,1283,464
1334,355,5,670,931,1119,201,1091,297
815,530,5,267,344,981,346,1468,242
1079,635,5,561,584,1088,146,1592,860
1237,871,5,590,397,1274,651,367,553
1614,272,5,594,104,1210,443,801,654
788,529,5,1716,952,1218,697,701,351
1228,278,5,233,856,764,432,476,451
1011,615,5,1637,427,981,846,1140,250
1267,549,5,1337,994,1062,334,649,449
1473,353,5,1661,146,959,289,731,778
1204,569,5,188,341,1135,812,619,450
1454,461,5,1822,117,778,483,903,670
482,206,5,992,850,1415,372,1497,573
1211,492,5,1662,889,740,244,545,682
1247,277,5,415,793,1102,765,835,126
763,494,5,1141,208,1507,368,1650,698
402,198,5,1437,948,1281,147,784,805
1223,207,5,1535,648,714,658,1570,236
561,343,5,1343,942,1119,607,1469,530
1401,600,5,675,156,1396,387,487,511
1350,831,5,126,379,1053,813,1174,827
732,774,5,680,783,700,211,1398,761
764,374,5,250,43,572,210,578,481
362,435,5,146,109,692,286,597,723
586,387,5,326,443,1035,623,357,593
646,827,5,1432,560,1474,331,717,288
1295,827,5,147,605,1279,206,712,280
1459,131,5,291,48,1134,695,1158,237
1154,311,5,1517,580,755,412,1375,526
727,801,5,1499,513,939,844,1347,409
1210,131,5,958,630,1454,334,1359,218
693,409,5,1471,934,1081,404,1478,139
1539,131,5,1572,750,642,236,603,521
1587,186,5,1729,962,867,690,1251,906
1034,237,5,994,657,536,341,884,197
1256,867,5,760,886,1024,880,350,497
1124,695,5,655,803,1197,181,1154,124
1262,278,5,686,410,1086,361,1463,127
1534,283,5,749,844,996,958,648,572
1210,293,5,418,144,1098,64,1604,749
462,156,5,215,744,567,528,1409,505
583,599,5,1130,96,1149,813,1491,866
1269,762,5,1883,84,1225,618,1293,886
1221,158,5,467,953,509,416,1435,251
867,439,5,1120,912,1386,446,850,354
1264,672,5,1791,244,931,373,1360,193
453,137,5,749,806,1414,392,465,385
860,320,5,531,644,969,697,826,703
1196,356,5,90,815,546,372,890,862
1631,151,5,1387,577,964,102,1372,954
1185,477,5,1575,373,1018,480,1485,856
1163,204,5,1445,378,766,366,1239,273
897,183,5,4,321,1021,854,1601,619
693,162,5,1213,610,1346,204,1607,373
1216,378,5,1017,245,1058,558,1512,712
1086,487,5,52,616,749,485,1308,767
1454,331,5,1519,989,1412,545,634,237
925,130,5,1518,616,1028,928,1179,792
1449,277,5,381,387,921,268,350,540
387,384,5,379,82,793,42,854,112
1013,197,5,440,220,938,234,377,538
377,488,5,443,22,1092,101,1131,274
1387,677,5,945,191,743,46,1132,180
1134,463,5,35,416,1047,829,921,263
1019,882,5,289,403,1287,349,1237,109
701,635,5,469,834,830,336,413,537
526,273,5,1432,87,1015,744,1425,339
703,277,5,664,634,1079,71,532,511
1357,462,5,1655,254,1079,768,605,632
959,803,5,212,218,930,289,857,738
1539,488,5,939,830,1287,79,668,257
926,241,5,656,690,1088,113,688,781
1382,383,5,1890,606,1128,121,1316,88
628,309,5,775,101,833,685,780,154
1333,694,5,1371,953,884,124,1306,176
1327,430,5,1324,618,1059,549,1598,171
710,131,5,560,102,1120,819,564,417
407,304,5,921,520,683,282,1421,815
1238,282,5,1543,562,975,238,501,672
638,633,5,70,43,877,742,1463,112
953,150,5,1523,14,1150,786,1267,802
773,529,5,288,304,1280,658,1404,256
1234,175,5,1688,288,1085,121,1521,871
393,135,5,1900,522,1177,148,562,451
1450,237,5,1261,576,498,395,882,680
545,406,5,1222,664,1336,389,1552,367
575,257,5,1215,790,902,144,869,867
1210,305,5,1501,66,1268,40,1306,44
1179,709,5,486,839,1257,214,1082,730
845,477,5,1495,122,1306,654,1191,180
981,374,5,1008,551,773,202,1399,436
1251,772,5,1620,898,1306,236,669,773
1486,383,5,250,786,709,83,1310,510
1161,374,5,294,705,728,238,1448,495
1450,425,5,279,984,1048,360,1141,791
425,300,5,1558,338,766,282,1515,629
1421,583,5,259,267,817,187,1329,842
861,477,5,778,425,1442,311,779,202
1021,475,5,353,332,1176,384,1598,424
929,673,5,732,286,1228,559,1300,279
560,178,5,1637,822,877,550,1217,301
719,470,5,982,661,1022,596,718,599
381,279,5,1346,834,1353,125,1579,285
1364,841,5,218,25,1079,295,803,381
765,170,5,1402,297,815,437,543,291
1232,240,5,1883,585,1426,137,616,506
534,247,5,1750,677,1155,678,1200,163
1659,387,5,1297,73,667,321,874,793
1191,268,5,1646,631,622,443,1562,513
1209,280,5,328,27,1447,395,781,294
1381,345,5,1387,585,1152,540,1410,132
1276,366,5,1425,384,499,370,1594,271
1016,468,5,551,622,635,333,1564,697
1616,333,5,1964,100,969,294,1207,731
1629,129,5,1861,980,545,158,920,907
1269,530,5,1726,809,1356,376,1242,909
1295,404,5,10,570,1464,375,1368,773
341,290,5,52,357,1078,533,1106,195
528,470,5,1988,546,762,499,815,619
1576,244,5,1829,686,831,793,1123,283
300,133,5,1071,373,929,865,461,501
390,484,5,1025,749,1433,170,1421,647
380,229,5,1362,551,1322,631,1349,776
733,663,5,1939,280,1206,670,1433,767
1213,751,5,596,650,1069,212,1472,683
1471,275,5,1959,53,580,175,887,97
1597,161,5,724,293,1067,550,1352,896
930,292,5,1409,470,1257,295,1332,41
1207,167,5,1543,63,1117,449,1454,583
1320,884,5,1280,80,1131,541,874,334
925,159,5,174,117,1310,244,1494,253
1400,621,5,1894,88,735,542,892,106
1210,329,5,498,126,823,735,709,314
1188,467,5,711,134,982,943,611,339
1336,641,5,744,767,898,346,685,432
665,799,5,1385,468,939,98,388,582
972,131,5,827,774,1127,469,1468,101
872,619,5,1622,371,1386,277,1243,940
1062,874,5,1291,138,1085,876,1421,607
1260,840,5,114,782,1037,873,1100,700
599,431,5,140,463,1117,778,1625,217
906,388,5,1522,694,1168,204,902,867
1384,769,5,72,988,575,259,1399,804
538,197,5,1624,103,1420,521,1233,768
1195,710,5,1707,80,891,614,1481,171
1134,236,5,360,977,590,206,644,638
647,588,5,1244,93,1243,331,1567,768
1391,564,5,1166,845,1375,131,618,709
1154,240,5,61,436,1154,760,742,610
1197,734,5,430,994,1232,248,358,393
543,309,5,804,924,713,427,510,302
724,214,5,38,232,782,611,1160,696
1406,658,5,749,90,796,652,1291,242
1005,199,5,922,159,1479,256,457,538
717,557,5,947,154,604,256,876,687
1045,843,5,1792,594,1015,191,1631,265
946,641,5,1602,321,1023,768,743,620
1668,130,5,734,508,565,151,755,180
1110,790,5,1204,254,625,561,1276,805
1356,172,5,252,237,952,565,1594,697
1058,699,5,1402,25,710,301,1257,763
1179,443,5,1480,465,838,310,883,335
679,873,5,740,844,994,680,532,592
1186,449,5,1407,164,1483,450,671,567
764,383,5,476,962,1286,285,835,246
1197,801,5,1270,106,642,309,649,225
1594,327,5,34,307,704,180,355,461
873,701,5,1358,840,1102,197,1281,180
868,494,5,777,485,756,316,1557,355
1474,452,5,380,853,1353,343,724,800
918,650,5,1345,854,708,224,1404,451
1266,313,5,1479,802,1266,646,1210,77
1259,384,5,83,505,1275,332,858,237
1414,791,5,1802,58,872,296,1419,306
1162,196,5,253,94,1311,254,1551,217
416,383,5,113,436,1186,418,1311,419
1135,195,5,1385,914,723,69,1353,208
745,324,5,1749,794,600,102,869,109
1384,366,5,293,646,884,210,670,681
1513,458,5,1559,551,1000,215,722,737
606,277,5,1098,447,547,349,850,345
1497,281,5,960,380,1031,232,1297,800
413,495,5,1445,901,565,318,1485,314
1370,189,5,283,939,1412,237,1359,870
339,471,5,547,745,1254,469,1172,261
429,280,5,1600,116,770,512,650,273
914,391,5,922,898,1364,339,913,672
1420,573,5,1653,380,599,463,1550,847
663,639,5,1425,129,985,223,662,350
