x,y,nb
153.782841957,206.782050292,62
282.7111648,196.009768958,9
289.929271067,189.952535711,2
479.707017013,152.446389882,5
153.870058667,169.289405936,1
492.2029476,149.333684292,2
274.591194267,202.533710109,2
151.653124,162.24544623,1
573.014252,225.787244401,1
502.8419632,170.306410024,1
248.809266133,208.42760769,1
